Слово,Транскрипция
аутоэротизм,ɐʊtəɛrɐˈtʲizm
аутоэротический,ˌaʊtəɛrɐˈtʲit͡ɕɪskʲɪɪ̯
аутрайт,ˈaʊtrəɪ̯t
аутригер,ɐʊˈtrʲiɡʲɪr
аутсайдер,ɐʊt͡sˈsaɪ̯dɛr
аутсайдерский,ɐʊt͡sˈsaɪ̯dɛrskʲɪɪ̯
аутсорсинг,ɐʊt͡sˈsorsʲɪnk
аутфилд,ˈaʊtfʲɪɫt
аутэкология,ɐʊtɛkɐˈɫoɡʲɪɪ̯ə
афазия,ɐˈfazʲɪɪ̯ə
афакия,ɐˈfakʲɪɪ̯ə
афалина,ɐfɐˈlʲinə
афанасьевец,ɐfɐˈnasʲɪ̯ɪvʲɪt͡s
афанасьевский,ɐfɐˈnasʲɪ̯ɪfskʲɪɪ̯
афатик,ɐˈfatʲɪk
афатический,ɐfɐˈtʲit͡ɕɪskʲɪɪ̯
афган,ɐvˈɡan
афганец,ɐvˈɡanʲɪt͡s
афгани,ɐvɡɐˈnʲi
афганка,ɐvˈɡankə
афгано-пакистанский,ɐvˌɡanə pəkʲɪˈstanskʲɪɪ̯
афганский,ɐvˈɡanskʲɪɪ̯
афганско-российский,ɐvˌɡanskə rɐˈsʲiɪ̯skʲɪɪ̯
афганско-советский,ɐvˌɡanskə sɐˈvʲet͡skʲɪɪ̯
афганцы,ɐvˈɡanʲɪt͡s
афелий,ɐˈfʲelʲɪɪ̯
афелинус,ɐfʲɪˈlʲinʊs
афера,ɐˈfʲerə
аферист,ɐfʲɪˈrʲist
аферистка,ɐfʲɪˈrʲistkə
афинский,ɐˈfʲinskʲɪɪ̯
афиняне,ɐˈfʲinʲɪnʲɪn
афинянин,ɐˈfʲinʲɪnʲɪn
афинянка,ɐˈfʲinʲɪnkə
афициды,ɐfʲɪˈt͡sɨt
афиша,ɐˈfʲiʂə
афиширование,ɐfʲɪˈʂɨrəvənʲɪɪ̯ə
афишированный,ɐfʲɪˈʂɨrəvən(ː)ɨɪ̯
афишировать,ɐfʲɪˈʂɨrəvətʲ
афишироваться,ɐfʲɪˈʂɨrəvət͡sə
афишка,ɐˈfʲiʂkə
афишный,ɐˈfʲiʂnɨɪ̯
афлатоксин,ɐfɫətɐˈksʲin
афонец,ɐˈfonʲɪt͡s
афонический,ɐfɐˈnʲit͡ɕɪskʲɪɪ̯
афонский,ɐˈfonskʲɪɪ̯
афонцы,ɐˈfonʲɪt͡s
афоризм,ɐfɐˈrʲizm
афористика,ɐfɐˈrʲisʲtʲɪkə
афористически,ɐfərʲɪˈsʲtʲit͡ɕɪskʲɪ
афористический,ɐfərʲɪˈsʲtʲit͡ɕɪskʲɪɪ̯
афористично,ɐfərʲɪˈsʲtʲit͡ɕnə
афористичность,ɐfərʲɪˈsʲtʲit͡ɕnəsʲtʲ
афористичный,ɐfərʲɪˈsʲtʲit͡ɕnɨɪ̯
афотический,ɐfɐˈtʲit͡ɕɪskʲɪɪ̯
афразийский,ɐfrɐˈzʲiɪ̯skʲɪɪ̯
афразия,ɐˈfrazʲɪɪ̯ə
африкаанс,ɐfrʲɪˈkaəns
африкандер,ɐfrʲɪˈkandɛr
африкандеризм,ɐfrʲɪkəndɛˈrʲizm
африканер,ɐfrʲɪˈkanʲɪr
африканерский,ɐfrʲɪˈkanʲɪrskʲɪɪ̯
африканеры,ɐfrʲɪˈkanʲɪr
африканец,ɐfrʲɪˈkanʲɪt͡s
африканист,ɐfrʲɪkɐˈnʲist
африканистика,ɐfrʲɪkɐˈnʲisʲtʲɪkə
африканистка,ɐfrʲɪkɐˈnʲistkə
африканка,ɐfrʲɪˈkankə
африканский,ɐfrʲɪˈkanskʲɪɪ̯
африкантроп,ɐfrʲɪˈkantrəp
африканцы,ɐfrʲɪˈkanʲɪt͡s
афро-азиатский,ˌafrə ɐzʲɪˈat͡skʲɪɪ̯
афро-американец,ˌafrə ɐmʲɪrʲɪˈkanʲɪt͡s
афро-американский,ˌafrə ɐmʲɪrʲɪˈkanskʲɪɪ̯
афроамериканец,ˌafrɐɐmʲɪrʲɪˈkanʲɪt͡s
афроамериканцы,ˌafrɐɐmʲɪrʲɪˈkanʲɪt͡s
афродизиак,ɐfrədʲɪzʲɪˈak
афрокосичка,ˌafrəkɐˈsʲit͡ɕkə
афронт,ɐˈfront
афропричёска,ˌafrəprʲɪˈt͡ɕɵskə
афта,ˈaftə
афтозный,ɐˈftoznɨɪ̯
афты,ˈaftə
аффект,ɐˈfʲekt
аффектация,ɐfʲɪˈktat͡sɨɪ̯ə
аффективный,ɐfʲɪˈktʲivnɨɪ̯
аффектированно,ɐfʲɪˈktʲirəvən(ː)ə
аффектированный,ɐfʲɪˈktʲirəvən(ː)ɨɪ̯
аффектировать,ɐfʲɪˈktʲirəvətʲ
афферентный,ɐfʲɪˈrʲentnɨɪ̯
аффидавит,ɐfʲɪdɐˈvʲit
аффикс,ˈafʲɪks
аффиксальный,ɐfʲɪˈksalʲnɨɪ̯
аффиксация,ɐfʲɪˈksat͡sɨɪ̯ə
аффилиативный,ɐfʲɪlʲɪɐˈtʲivnɨɪ̯
аффилиационный,ɐfʲɪlʲɪət͡sɨˈonːɨɪ̯
аффилиация,ɐfʲɪlʲɪˈat͡sɨɪ̯ə
аффилированный,ɐfʲɪˈlʲirəvən(ː)ɨɪ̯
аффилировать,ɐfʲɪˈlʲirəvətʲ
аффинаж,ɐfʲɪˈnaʂ
аффинажный,ɐfʲɪˈnaʐnɨɪ̯
аффинация,ɐfʲɪˈnat͡sɨɪ̯ə
аффинерный,ɐfʲɪˈnʲernɨɪ̯
аффинирование,ɐfʲɪˈnʲirəvənʲɪɪ̯ə
аффинированный,ɐfʲɪˈnʲirəvən(ː)ɨɪ̯
аффинировать,ɐfʲɪˈnʲirəvətʲ
аффинироваться,ɐfʲɪˈnʲirəvət͡sə
аффинитет,ɐfʲɪnʲɪˈtʲet
аффинность,ɐˈfʲinːəsʲtʲ
аффинный,ɐˈfʲinːɨɪ̯
аффинограф,ɐfʲɪˈnoɡrəf
аффирмативный,ɐfʲɪrmɐˈtʲivnɨɪ̯
аффирмация,ɐfʲɪrˈmat͡sɨɪ̯ə
аффриката,ɐfrʲɪˈkatə
аффрикативный,ɐfrʲɪkɐˈtʲivnɨɪ̯
аффрикатный,ɐfrʲɪˈkatnɨɪ̯
ахалкалакец,ɐxəɫkɐˈɫakʲɪt͡s
ахалтекинец,ɐxəɫtɛˈkʲinʲɪt͡s
ахалтекинский,ɐxəɫtɛˈkʲinskʲɪɪ̯
ахалцихец,ɐxɐɫˈt͡sɨxʲɪt͡s
ахангаранец,ɐxənɡɐˈranʲɪt͡s
ахание,ˈaxənʲɪɪ̯ə
аханье,ˈaxənʲɪ̯ə
ахать,ˈaxətʲ
ахашени,ɐxɐˈʂɛnʲɪ
ахвахец,ɐˈxvaxʲɪt͡s
ахвахский,ɐˈxvaxskʲɪɪ̯
ахвахцы,ɐˈxvaxʲɪt͡s
ахеец,ɐˈxʲe(ɪ̯)ɪt͡s
ахейский,ɐˈxʲeɪ̯skʲɪɪ̯
ахейцы,ɐˈxʲe(ɪ̯)ɪt͡s
ахенец,ˈaxʲɪnʲɪt͡s
ахенский,ˈaxʲɪnskʲɪɪ̯
ахенцы,ˈaxʲɪnʲɪt͡s
ахи,ˈaxʲɪ
ахилия,ɐxʲɪˈlʲiɪ̯ə
ахилл,ɐˈxʲiɫ
ахиллесов,ɐxʲɪˈlʲesəf
ахиллесова,ɐxʲɪˈlʲesəf
ахиллов,ɐˈxʲiɫəf
ахимса,ɐˈxʲimsə
ахинея,ɐxʲɪˈnʲeɪ̯ə
ахмадабадец,ɐxmədɐˈbadʲɪt͡s
ахматовед,ɐxmətɐˈvʲet
ахматовский,ɐˈxmatəfskʲɪɪ̯
ахметец,ɐˈxmʲetʲɪt͡s
ахнуть,ˈaxnʊtʲ
ахово,ˈaxəvə
аховый,ˈaxəvɨɪ̯
ахолия,ɐxɐˈlʲiɪ̯ə
ахондрит,ɐxɐnˈdrʲit
ахондроплазия,ɐxəndrɐˈpɫazʲɪɪ̯ə
ахоньки,ˈaxənʲkʲɪ
ахромат,ɐxrɐˈmat
ахроматизировать,ɐxrəmətʲɪˈzʲirəvətʲ
ахроматизм,ɐxrəmɐˈtʲizm
ахроматин,ɐxrəmɐˈtʲin
ахроматический,ɐxrəmɐˈtʲit͡ɕɪskʲɪɪ̯
ахроматопсия,ɐxrəmətɐˈpsʲiɪ̯ə
ахромия,ɐxrɐˈmʲiɪ̯ə
ахсуинец,ɐxˈsuɪnʲɪt͡s
ахтерлюк,ɐxtɛrˈlʲuk
ахтерпик,ɐxtɛrˈpʲik
ахтерштаг,ɐxtɛrˈʂtak
ахтерштевень,ɐxtɛrˈʂtɛvʲɪnʲ
ахти,ɐxˈtʲi
ахтубинец,ɐxˈtubʲɪnʲɪt͡s
ахтубинский,ˈaxtʊbʲɪnskʲɪɪ̯
ахтунг,ˈaxtʊnk
ахтынец,ɐxˈtɨnʲɪt͡s
ахтырский,ɐxˈtɨrskʲɪɪ̯
ахтырчанин,ɐxtɨrˈt͡ɕænʲɪn
ахунбабаевец,ɐxʊnbɐˈba(ɪ̯)ɪvʲɪt͡s
ахурянец,ɐxʊˈrʲænʲɪt͡s
ацеллюлярный,ɐt͡sɨlʲʉˈlʲarnɨɪ̯
ацентрический,ɐt͡sɨnˈtrʲit͡ɕɪskʲɪɪ̯
ацетали,ɐt͡sɨˈtalʲ
ацетальдегид,ɐt͡sɨtəlʲdɛˈɡʲit
ацетамид,ɐt͡sɨtɐˈmʲit
ацетат,ɐt͡sɨˈtat
ацетатный,ɐt͡sɨˈtatnɨɪ̯
ацетил,ɐt͡sɨˈtʲiɫ
ацетилен,ɐt͡sɨtʲɪˈlʲen
ацетиленовый,ɐt͡sɨtʲɪˈlʲenəvɨɪ̯
ацетиленокислородный,ɐt͡sɨtʲɪˌlʲenəkʲɪsɫɐˈrodnɨɪ̯
ацетилирование,ɐt͡sɨtʲɪˈlʲirəvənʲɪɪ̯ə
ацетилированный,ɐt͡sɨtʲɪˈlʲirəvən(ː)ɨɪ̯
ацетилсалициловый,ɐt͡sɨˌtʲiɫsəlʲɪˈt͡sɨɫəvɨɪ̯
ацетилсерный,ɐt͡sɨˌtʲiɫˈsʲernɨɪ̯
ацетилхлорид,ɐt͡sɨˌtʲiɫxɫɐˈrʲit
ацетилхолин,ɐt͡sɨˌtʲiɫxɐˈlʲin
ацетилхолинэстераза,ɐt͡sɨˌtʲiɫxəlʲɪnɛsʲtʲɪˈrazə
ацетилцеллюлоза,ɐt͡sɨˌtʲiɫt͡sɨlʲʊˈɫozə
ацетильный,ɐt͡sɨˈtʲilʲnɨɪ̯
ацетолиз,ɐt͡sɨˈtolʲɪs
ацетометр,ɐt͡sɨˈtomʲɪtr
ацетон,ɐt͡sɨˈton
ацетонемия,ɐt͡sɨtənʲɪˈmʲiɪ̯ə
ацетонитрил,ɐt͡sɨtənʲɪˈtrʲiɫ
ацетоновый,ɐt͡sɨˈtonəvɨɪ̯
ацетонурия,ɐt͡sɨtənʊˈrʲiɪ̯ə
ацетоуксусный,ɐt͡sɨtɐˈuksʊsnɨɪ̯
ацефалия,ɐt͡sɨfɐˈlʲiɪ̯ə
ацефалобрахия,ɐt͡sɨfəɫəbrɐˈxʲiɪ̯ə
ацефалогастрия,ɐt͡sɨfəɫəɡɐˈstrʲiɪ̯ə
ацидиметрия,ɐt͡sɨdʲɪˈmʲetrʲɪɪ̯ə
ацидоз,ɐt͡sɨˈdos
ацидофилин,ɐt͡sɨdəfʲɪˈlʲin
ацидофилия,ɐt͡sɨdəfʲɪˈlʲiɪ̯ə
ацидофильный,ɐt͡sɨdɐˈfʲilʲnɨɪ̯
ацидофобный,ɐt͡sɨdɐˈfobnɨɪ̯
ацидурия,ɐt͡sɨdʊˈrʲiɪ̯ə
ациклический,ɐt͡sɨˈklʲit͡ɕɪskʲɪɪ̯
ацикличность,ɐt͡sɨˈklʲit͡ɕnəsʲtʲ
ацилирование,ɐt͡sɨˈlʲirəvənʲɪɪ̯ə
ацилированный,ɐt͡sɨˈlʲirəvən(ː)ɨɪ̯
ацильный,ɐˈt͡sɨlʲnɨɪ̯
ацинус,ˈat͡sɨnʊs
ацтек,ɐt͡sˈtɛk
ацтеки,ɐt͡sˈtɛk
ацтекский,ɐt͡sˈtɛkskʲɪɪ̯
ачинец,ˈat͡ɕɪnʲɪt͡s
ачинский,ˈat͡ɕɪnskʲɪɪ̯
ачинцы,ˈat͡ɕɪnʲɪt͡s
ачитец,ɐˈt͡ɕitʲɪt͡s
ачхоймартановец,ɐt͡ɕˌxoɪ̯mɐrˈtanəvʲɪt͡s
аш,aʂ
ашар,ɐˈʂar
ашарит,ɐʂɐˈrʲit
ашельский,ɐˈʂɛlʲskʲɪɪ̯
ашинец,ɐˈʂɨnʲɪt͡s
ашихара-карате,ɐʂɨˈxarə kərɐˈtɛ
ашкенази,ɐʂkʲɪˈnazʲɪ
ашкеназский,ɐʂkʲɪˈnasːkʲɪɪ̯
ашкеназы,ɐʂkʲɪˈnas
ашрам,ɐˈʂram
ашрама,ɐˈʂramə
аштаракец,ɐʂtɐˈrakʲɪt͡s
аштец,ˈaʂtʲɪt͡s
ашуг,ɐˈʂuk
ашхабадец,ɐʂxɐˈbadʲɪt͡s
ашхабадский,ɐʂxɐˈbat͡skʲɪɪ̯
ашхабадцы,ɐʂxɐˈbadʲɪt͡s
аюга,ɐˈjuɡə
аюрведический,ɐɪ̯ʊrvʲɪˈdʲit͡ɕɪskʲɪɪ̯
аюшки,ˈaɪ̯ʊʂkʲɪ
аягузец,ɐ(ɪ̯)ɪˈɡuzʲɪt͡s
аянец,ɐˈjænʲɪt͡s
аянка,ɐˈjankə
аят,ɐˈjat
аятолла,ɐ(ɪ̯)ɪtɐˈɫa
аятоллизм,ɐ(ɪ̯)ɪtɐˈlʲizm
аяччинец,ɐˈjæt͡ɕɪnʲɪt͡s
Быков,ˈbɨkəf
Быстров,bɨˈstrof
Бытие,bɨtʲɪˈje
Быхов,ˈbɨxəf
Бычков,bɨt͡ɕˈkof
бдение,ˈbdʲenʲɪɪ̯ə
бдеть,bdʲetʲ
бдительно,ˈbdʲitʲɪlʲnə
бдительность,ˈbdʲitʲɪlʲnəsʲtʲ
бдительный,ˈbdʲitʲɪlʲnɨɪ̯
бздеть,bzʲdʲetʲ
бзик,bzʲik
бхагалпурец,pxəɡɐɫˈpurʲɪt͡s
бхакти,ˈpxaktʲɪ
бхилаец,pxʲɪˈɫa(ɪ̯)ɪt͡s
бхопалец,pxɐˈpalʲɪt͡s
бхубанешварец,pxʊbənʲɪˈʂvarʲɪt͡s
бы,bɨ
бывалец,bɨˈvalʲɪt͡s
бывало,bɨˈvaɫə
бывалость,bɨˈvaɫəsʲtʲ
бывалый,bɨˈvaɫɨɪ̯
бывать,bɨˈvatʲ
бывший,ˈbɨfʂɨɪ̯
быдгощец,ˈbɨdɡəɕːɪt͡s
быдлить,bɨˈdlʲitʲ
быдло,ˈbɨdɫə
бык,bɨk
быковатый,bɨkɐˈvatɨɪ̯
быковчанин,bɨkɐfˈt͡ɕænʲɪn
быкъ,bɨk
была,bɨˈɫa
былевой,bɨlʲɪˈvoɪ̯
былина,bɨˈlʲinə
былинка,bɨˈlʲinkə
былинно-эпический,bɨˌlʲinːə ɛˈpʲit͡ɕɪskʲɪɪ̯
былинный,bɨˈlʲinːɨɪ̯
былиночка,bɨˈlʲinət͡ɕkə
былинушка,bɨˈlʲinʊʂkə
былинщик,bɨˈlʲinʲɕːɪk
быличка,bɨˈlʲit͡ɕkə
былка,ˈbɨɫkə
было,ˈbɨɫə
былое,bɨˈɫoɪ̯ə
былой,bɨˈɫoɪ̯
быль,bɨlʲ
быльник,ˈbɨlʲnʲɪk
быльё,bɨˈlʲjɵ
бырладец,bɨrˈɫadʲɪt͡s
быстрее,bɨˈstrʲeɪ̯ə
быстрейший,bɨˈstrʲeɪ̯ʂɨɪ̯
быстренький,ˈbɨstrʲɪnʲkʲɪɪ̯
быстренько,ˈbɨstrʲɪnʲkə
быстрехонько,bɨˈstrʲɵxənʲkə
быстрина,bɨstrʲɪˈna
быстринец,bɨˈstrʲinʲɪt͡s
быстро,ˈbɨstrə
быстровец,bɨˈstrovʲɪt͡s
быстровозводимый,ˌbɨstrəvəzvɐˈdʲimɨɪ̯
быстровчанин,bɨstrɐfˈt͡ɕænʲɪn
быстровчанка,bɨstrɐfˈt͡ɕankə
быстроглазый,bɨstrɐˈɡɫazɨɪ̯
быстрогорящий,ˌbɨstrəɡɐˈrʲæɕːɪɪ̯
быстрогустеющий,ˌbɨstrəɡʊˈsʲtʲejʉɕːɪɪ̯
быстродвижущийся,bɨstrɐˈdvʲiʐʊɕːɪɪ̯sʲə
быстродействие,bɨstrɐˈdʲeɪ̯stvʲɪɪ̯ə
быстродействующий,bɨstrɐˈdʲeɪ̯stvʊjʉɕːɪɪ̯
быстрозажимный,ˌbɨstrəzɐˈʐɨmnɨɪ̯
быстрозамороженный,bɨstrəzəmɐˈroʐɨn(ː)ɨɪ̯
быстроизнашиваемый,ˌbɨstrəɪˈznaʂɨvə(ɪ̯)ɪmɨɪ̯
быстроизнашивающийся,ˌbɨstrəɪˈznaʂɨvəjʉɕːɪɪ̯sʲə
быстроиспаряющийся,ˌbɨstrəɪspɐˈrʲæɪ̯ʊɕːɪɪ̯sʲə
быстроистокец,bɨstrəɪˈstokʲɪt͡s
быстрокрылый,bɨstrɐˈkrɨɫɨɪ̯
быстролетящий,bɨstrəlʲɪˈtʲæɕːɪɪ̯
быстролётность,bɨstrɐˈlʲɵtnəsʲtʲ
быстролётный,bɨstrɐˈlʲɵtnɨɪ̯
быстронатяжной,ˌbɨstrənətʲɪˈʐnoɪ̯
быстроногий,bɨstrɐˈnoɡʲɪɪ̯
быстропадающий,bɨstrɐˈpadəjʉɕːɪɪ̯
быстропортящийся,bɨstrɐˈportʲɪɕːɪɪ̯sʲə
быстроразборный,ˌbɨstrərɐˈzbornɨɪ̯
быстроразвивающийся,ˌbɨstrərəzvʲɪˈvajʉɕːɪɪ̯sʲə
быстроразгрузочный,ˌbɨstrərɐzˈɡruzət͡ɕnɨɪ̯
быстроразъемный,ˌbɨstrərɐzˈjɵmnɨɪ̯
быстроразъёмный,ˌbɨstrərɐzˈjɵmnɨɪ̯
быстрорастворимый,ˌbɨstrərəstvɐˈrʲimɨɪ̯
быстрорастущий,ˌbɨstrərɐˈstuɕːɪɪ̯
быстрореализуемый,ˌbɨstrərʲɪəlʲɪˈzu(ɪ̯)ɪmɨɪ̯
быстрорежущий,bɨstrɐˈrʲeʐʊɕːɪɪ̯
быстросменный,bɨstrɐˈsmʲenːɨɪ̯
быстросохнущий,ˌbɨstrɐˈsoxnʊɕːɪɪ̯
быстросъемный,bɨstrɐˈsjɵmnɨɪ̯
быстросъёмный,bɨstrɐˈsjɵmnɨɪ̯
быстрота,bɨstrɐˈta
быстротвердеющий,ˌbɨstrətvʲɪrˈdʲejʉɕːɪɪ̯
быстротекущий,ˌbɨstrətʲɪˈkuɕːɪɪ̯
быстротечность,bɨstrɐˈtʲet͡ɕnəsʲtʲ
быстротечный,bɨstrɐˈtʲet͡ɕnɨɪ̯
быстроток,bɨstrɐˈtok
быстроударный,ˌbɨstrəʊˈdarnɨɪ̯
быстроходность,bɨstrɐˈxodnəsʲtʲ
быстроходный,bɨstrɐˈxodnɨɪ̯
быстрый,ˈbɨstrɨɪ̯
быстряк,bɨˈstrʲak
быстрянин,bɨˈstrʲænʲɪn
быстрянка,bɨˈstrʲankə
быт,bɨt
бытие,bɨtʲɪˈje
бытийный,bɨˈtʲiɪ̯nɨɪ̯
бытийственный,bɨˈtʲiɪ̯stvʲɪn(ː)ɨɪ̯
быткомбинат,ˌbɨtkəm⁽ʲ⁾bʲɪˈnat
бытность,ˈbɨtnəsʲtʲ
бытование,bɨtɐˈvanʲɪɪ̯ə
бытовать,bɨtɐˈvatʲ
бытовизм,bɨtɐˈvʲizm
бытовик,bɨtɐˈvʲik
бытовка,bɨˈtofkə
бытовой,bɨtɐˈvoɪ̯
бытовуха,bɨtɐˈvuxə
бытовщина,bɨtɐfˈɕːinə
бытомец,ˈbɨtəmʲɪt͡s
бытописание,bɨtəpʲɪˈsanʲɪɪ̯ə
бытописатель,bɨtəpʲɪˈsatʲɪlʲ
бытописательный,bɨtəpʲɪˈsatʲɪlʲnɨɪ̯
бытописательство,bɨtəpʲɪˈsatʲɪlʲstvə
быть,bɨtʲ
бытьё,bɨˈtʲjɵ
быховец,ˈbɨxəvʲɪt͡s
бычатина,bɨˈt͡ɕætʲɪnə
бычачий,bɨˈt͡ɕæt͡ɕɪɪ̯
бычий,ˈbɨt͡ɕɪɪ̯
бычина,bɨˈt͡ɕinə
бычиться,bɨˈt͡ɕit͡sːə
бычище,bɨˈt͡ɕiɕːɪ
бычковый,bɨt͡ɕˈkovɨɪ̯
бычок,bɨˈt͡ɕɵk
бычок-антилопа,bɨˈt͡ɕɵk ɐnʲtʲɪˈɫopə
бычок-бизон,bɨˈt͡ɕɵɡ bʲɪˈzon
бычок-губан,bɨˈt͡ɕɵɡ ɡʊˈban
бычок-кнут,bɨˈt͡ɕɵk ˈknut
бычок-кораблик,bɨˈt͡ɕɵk kɐˈrablʲɪk
бычок-песочник,bɨˈt͡ɕɵk pʲɪˈsot͡ɕnʲɪk
бычок-травяник,bɨˈt͡ɕɵk trɐˈvʲænʲɪk
бычок-цуцик,bɨˈt͡ɕɵk ˈt͡sut͡sɨk
бьеннале,bʲjeˈnalʲe
бьеф,bʲjef
бьюик,ˈbʲjuɪk
бьюти-кейс,ˌbʲjʉtʲɪ ˈkʲeɪ̯s
бьющий,ˈbʲjʉɕːɪɪ̯
бьющийся,ˈbʲjʉɕːɪɪ̯sʲə
бэк-вокалист,ˌbɛk vəkɐˈlʲist
бэк-вокалистка,ˌbɛk vəkɐˈlʲistkə
бэкграунд,bɛɡːˈraʊnt
бэкслеш,bɛkˈsɫɛʂ
бэкхенд,bɛkˈxɛnt
бэр,bɛr
бэрчист,bɛrˈt͡ɕist
бэтээр,bɛtɛˈɛr
бээмпэшка,bɛɛmˈpɛʂkə
бювар,bʲʊˈvar
бюварный,bʲʊˈvarnɨɪ̯
бюварчик,bʲʊˈvart͡ɕɪk
бювет,bʲʉˈvʲet
бюгель,ˈbʲʉɡʲɪlʲ
бюгельный,ˈbʲʉɡʲɪlʲnɨɪ̯
бюджет,bʲʊd͡ʐˈʐɛt
бюджетирование,bʲʊd͡ʐʐɨˈtʲirəvənʲɪɪ̯ə
бюджетник,bʲʊd͡ʐˈʐɛtʲnʲɪk
бюджетно-финансовый,bʲʊd͡ʐˈʐɛtnə fʲɪˈnansəvɨɪ̯
бюджетный,bʲʊd͡ʐˈʐɛtnɨɪ̯
бюджетозамещающий,bʲʊd͡ʐˌʐɛtəzəmʲɪˈɕːæɪ̯ʊɕːɪɪ̯
бюджетообразующий,bʲʊd͡ʐˌʐɛtɐɐbrɐˈzujʉɕːɪɪ̯
бюджетополучатель,bʲʊd͡ʐˌʐɛtəpəɫʊˈt͡ɕætʲɪlʲ
бюкса,ˈbʲuksə
бюллетенить,bʲʉlʲɪˈtʲenʲɪtʲ
бюллетенщик,bʲʉlʲɪˈtʲenʲɕːɪk
бюллетенщица,bʲʉlʲɪˈtʲenʲɕːɪt͡sə
бюллетень,bʲʉlʲɪˈtʲenʲ
бюльбюль,bʲʉlʲˈbʲʉlʲ
бюргер,ˈbʲurɡʲɪr
бюргерский,ˈbʲurɡʲɪrskʲɪɪ̯
бюргерство,ˈbʲurɡʲɪrstvə
бюргерша,ˈbʲurɡʲɪrʂə
бюретка,bʲʉˈrʲetkə
бюро,bʲʊˈro
бюрократ,bʲʊrɐˈkrat
бюрократизация,bʲʊrəkrətʲɪˈzat͡sɨɪ̯ə
бюрократизированный,bʲʊrəkrətʲɪˈzʲirəvən(ː)ɨɪ̯
бюрократизировать,bʲʊrəkrətʲɪˈzʲirəvətʲ
бюрократизироваться,bʲʊrəkrətʲɪˈzʲirəvət͡sə
бюрократизм,bʲʊrəkrɐˈtʲizm
бюрократически,bʲʊrəkrɐˈtʲit͡ɕɪskʲɪ
бюрократический,bʲʊrəkrɐˈtʲit͡ɕɪskʲɪɪ̯
бюрократичность,bʲʊrəkrɐˈtʲit͡ɕnəsʲtʲ
бюрократичный,bʲʊrəkrɐˈtʲit͡ɕnɨɪ̯
бюрократия,bʲʊrɐˈkratʲɪɪ̯ə
бюрократка,bʲʊrɐˈkratkə
бюст,bʲust
бюстгальтер,bʲʊzˈɡalʲtɛr
бюстик,ˈbʲʉsʲtʲɪk
бюстовый,ˈbʲustəvɨɪ̯
бюстье,bʲʉsʲˈtʲje
бязевый,ˈbʲæzʲɪvɨɪ̯
бязь,bʲæsʲ
бяка,ˈbʲakə
бякать,ˈbʲakətʲ
бякнуть,ˈbʲaknʊtʲ
бяша,ˈbʲaʂə
бяшка,ˈbʲaʂkə
бёрдо,ˈbʲɵrdə
Влада,ˈvɫadə
Владивосток,vɫədʲɪvɐˈstok
Владилен,vɫədʲɪˈlʲen
Владилена,vɫədʲɪˈlʲenə
Владиленович,vɫədʲɪˈlʲenəvʲɪt͡ɕ
Владимир,vɫɐˈdʲimʲɪr
Владимир,vɫɐˈdʲimʲɪr
Владимир,vɫɐˈdʲimʲɪr
Владимир,vɫɐˈdʲimʲɪr
Владимирка,vɫɐˈdʲimʲɪrkə
Владимирович,vɫɐˈdʲimʲɪrəvʲɪt͡ɕ
Владислав,vɫədʲɪˈsɫaf
Владислава,vɫədʲɪˈsɫavə
Владиславович,vɫədʲɪˈsɫavəvʲɪt͡ɕ
Владлен,vɫɐˈdlʲen
Владлена,vɫɐˈdlʲenə
Владленович,vɫɐˈdlʲenəvʲɪt͡ɕ
Влас,vɫas
Власов,ˈvɫasəf
Власович,ˈvɫasəvʲɪt͡ɕ
Власта,ˈvɫastə
Власьев,ˈvɫasʲɪ̯ɪf
Временный,ˈvrʲemʲɪn(ː)ɨɪ̯
Второзаконие,ftərəzɐˈkonʲɪɪ̯ə
Вулкан,vʊɫˈkan
Вульгата,vʊlʲˈɡatə
Вьентьян,vʲɪ̯ɪnʲˈtʲjan
Вьетнам,vʲɪ̯ɪtˈnam
Вюртемберг,vʲʊrtɛm⁽ʲ⁾ˈbʲerk
Вязовой,vʲɪzɐˈvoɪ̯
Вязьма,ˈvʲæzʲmə
Вязьмитинов,vʲɪzʲmʲɪˈtʲinəf
Вяхирев,ˈvʲæxʲɪrʲɪf
Вячеслав,vʲɪt͡ɕɪˈsɫaf
Вячеславович,vʲɪt͡ɕɪˈsɫavəvʲɪt͡ɕ
вбегать,v⁽ʲ⁾bʲɪˈɡatʲ
вбежать,v⁽ʲ⁾bʲɪˈʐatʲ
вбивание,v⁽ʲ⁾bʲɪˈvanʲɪɪ̯ə
вбивать,v⁽ʲ⁾bʲɪˈvatʲ
вбиваться,v⁽ʲ⁾bʲɪˈvat͡sːə
вбирание,v⁽ʲ⁾bʲɪˈranʲɪɪ̯ə
вбирать,v⁽ʲ⁾bʲɪˈratʲ
вбираться,v⁽ʲ⁾bʲɪˈrat͡sːə
вбитый,ˈv⁽ʲ⁾bʲitɨɪ̯
вбить,v⁽ʲ⁾bʲitʲ
вбиться,ˈvbʲit͡sə
вблизи,vblʲɪˈzʲi
вбок,vbok
вбрасывание,ˈvbrasɨvənʲɪɪ̯ə
вбрасывать,ˈvbrasɨvətʲ
вбрасываться,ˈvbrasɨvət͡sə
вброд,vbrot
вброс,vbros
вбросанный,ˈvbrosən(ː)ɨɪ̯
вбросать,vbrɐˈsatʲ
вбросить,ˈvbrosʲɪtʲ
